,objid,u,g,r,i,z
9507,1237657190907183234,19.73881,18.102339999999998,17.217370000000003,16.84398,16.5033
29106,1237662262715416879,18.520970000000002,17.07255,16.26299,15.847520000000001,15.540610000000001
37932,1237665369583779947,19.37944,18.51995,18.14595,17.86575,17.7589
35267,1237665025984168154,18.74938,16.782610000000002,15.801329999999998,15.407329999999998,15.0765
45437,1237671139871490356,19.27409,18.12666,17.46568,17.143810000000002,16.90271
18673,1237660634917830800,18.99278,17.95109,17.321820000000002,16.87922,16.66305
26305,1237662529532133652,18.87578,17.615579999999998,16.7949,16.37676,16.029870000000003
7966,1237654602639671442,18.8594,17.71518,17.086170000000003,16.71936,16.51275
8804,1237655742409343157,19.34658,18.34826,17.844379999999997,17.484370000000002,17.34826
19163,1237660637073571993,19.136860000000002,17.00545,15.95478,15.503789999999999,15.134970000000001
2015,1237651271884144888,19.60688,18.32105,17.67083,17.25887,17.04962
21129,1237661387072602217,18.598679999999998,16.858420000000002,15.913570000000002,15.48882,15.11535
23237,1237661851487633580,19.33459,18.13637,17.38585,16.99231,16.69892
37474,1237663915725619269,19.15348,17.66165,16.90255,16.49587,16.25328
17039,1237660635464401029,19.25225,18.1727,17.73036,17.464270000000003,17.32069
49656,1237678596463722937,19.21795,17.56093,16.59081,16.10422,15.751779999999998
20044,1237661137959846030,19.35762,17.62625,16.69453,16.2345,15.891379999999998
391,1237648705661763804,19.16331,17.19727,16.205370000000002,15.79615,15.4411
32690,1237662637442662629,19.30913,19.05555,18.760839999999998,18.80186,18.96305
33667,1237664669513285656,19.63274,18.275479999999998,17.58473,17.1848,16.94141
28631,1237662301371564139,18.70465,17.62769,17.13257,16.80679,16.63755
32285,1237664871365476544,19.38842,18.06336,17.26275,16.76148,16.49319
37544,1237666213533057168,19.61603,18.25781,17.63176,17.25759,17.04881
16077,1237660959182225550,19.375239999999998,18.36833,17.79314,17.40094,17.26971
38660,1237667211064312008,19.11609,18.00769,17.30538,16.89144,16.6762
11270,1237657589781954709,19.18818,17.9557,17.2787,16.88478,16.670279999999998
33868,1237664668438495362,19.26426,18.309620000000002,17.80829,17.53448,17.37322
24051,1237662335714263213,18.857689999999998,17.72663,16.99031,16.60439,16.33689
6517,1237655108379410518,18.58437,17.6883,17.12649,16.74677,16.57817
9387,1237657069547684113,19.23676,17.73155,16.82612,16.386879999999998,16.11844
35661,1237664673790689427,19.30218,18.20593,17.69867,17.39488,17.167070000000002
48907,1237667212138184834,19.87031,18.1794,17.37102,17.0465,16.80293
15395,1237658919068106892,19.12857,17.23095,16.254939999999998,15.83523,15.503960000000001
27871,1237662664284635375,19.28029,17.75029,16.93433,16.48193,16.17149
35525,1237665329327112294,18.60876,17.34499,16.6227,16.25207,16.02348
16500,1237658310794674319,19.83085,19.15704,18.937,18.64835,18.675829999999998
8019,1237654604254019666,19.15033,17.55839,16.71131,16.28678,15.9251
43089,1237662474772676735,19.14187,18.10042,17.493479999999998,17.10104,16.966079999999998
6804,1237654875359805547,19.10246,18.07619,17.61632,17.26343,17.15128
40406,1237668293374050457,18.78504,17.57474,16.918670000000002,16.552979999999998,16.264020000000002
4011,1237654601558262005,19.869310000000002,18.1374,17.2478,16.85933,16.54259
31096,1237664105780543761,19.625420000000002,18.2455,17.466179999999998,17.01158,16.69911
45875,1237671938730426554,18.7708,17.20037,16.66946,16.450020000000002,16.26826
49457,1237667255084318851,18.64769,17.4425,16.77456,16.386770000000002,16.12878
42731,1237666339725639935,18.880129999999998,17.69419,16.90801,16.476470000000003,16.18079
30978,1237664291534209178,18.8527,17.83147,17.30535,16.97929,16.82849
178,1237648720690610284,19.38965,17.57231,16.584979999999998,16.14404,15.752920000000001
26239,1237661434849263790,19.24253,18.153489999999998,17.51318,17.18319,16.952070000000003
18490,1237661362376016017,19.62395,18.87632,18.30011,18.055989999999998,17.81791
24026,1237662335179686198,19.15385,17.989720000000002,17.41495,17.08755,16.92435
9547,1237654383591751818,19.19455,17.9162,17.28854,16.92306,16.74079
12506,1237657628434759954,19.16754,17.797079999999998,17.00019,16.58088,16.26869
12069,1237658200201166970,19.399910000000002,18.13887,17.424889999999998,17.0216,16.7876
48451,1237667911676723310,18.74594,17.59129,16.972070000000002,16.5962,16.38551
42575,1237667911128973483,18.65103,17.59829,17.13348,16.7452,16.63663
33625,1237664669507649617,19.96387,19.29389,18.48017,18.10274,17.64979
49824,1237669701047418978,19.0334,17.23914,16.27441,15.87171,15.52687
22334,1237661871859368092,19.6551,18.12238,17.252589999999998,16.76904,16.454810000000002
17928,1237659131133165753,19.21752,18.04124,17.36807,16.997339999999998,16.74868
45669,1237671124829798892,19.79731,18.269660000000002,17.27897,16.82827,16.50371
45092,1237668590804205771,18.7434,17.40002,16.60705,16.20036,15.912420000000001
36760,1237665128540799037,18.55771,17.766560000000002,17.3108,17.00527,16.9033
43218,1237668333102170283,19.59919,18.60154,17.702270000000002,17.26355,16.98617
3517,1237654383054487644,19.11551,17.7383,16.90372,16.51357,16.25649
13425,1237657608036614351,18.29983,16.182579999999998,15.149479999999999,14.697420000000001,14.35348
47575,1237671127515463831,19.11861,18.128320000000002,17.74115,17.43062,17.246470000000002
6960,1237655472898638299,18.97351,17.83909,17.279320000000002,16.944370000000003,16.79194
4034,1237654601565536421,19.12605,18.24285,17.4552,17.02216,16.80084
461,1237648721247141985,19.207279999999997,18.14743,17.740920000000003,17.44386,17.33859
8173,1237655130370605196,18.747,17.66305,17.22091,16.89757,16.79267
27868,1237662664283455632,18.97642,17.89602,17.282429999999998,16.90067,16.74083
49401,1237667254553215034,19.06188,17.60288,16.78012,16.36038,16.07936
42257,1237668271373222143,19.13953,17.790789999999998,17.01305,16.62722,16.49935
8244,1237655107298263167,19.6601,18.47525,17.57351,17.15161,16.890829999999998
34942,1237665564997714101,19.130029999999998,17.13587,16.01233,15.55136,15.16716
34950,1237665564998828342,19.2712,18.185760000000002,17.40309,16.99636,16.72326
33504,1237664130479685748,19.46106,17.88419,16.99934,16.54148,16.21046
37283,1237665533325607216,19.01809,17.8956,17.29147,16.90714,16.69204
17707,1237661136888856769,19.42688,18.359270000000002,17.85124,17.52634,17.36271
34151,1237665178983399433,17.72346,16.92136,16.46934,15.896020000000002,15.81993
10887,1237657628967371379,19.63697,17.8855,17.11374,16.80473,16.53709
10926,1237655126092742798,18.853460000000002,17.33598,16.42724,15.96311,15.655520000000001
42747,1237668495246950497,19.32744,18.29375,17.83941,17.527520000000003,17.4455
45009,1237667782304858234,19.2192,18.0914,17.45269,17.09317,16.95182
30459,1237664817680482421,19.47928,18.36836,17.72017,17.395429999999998,17.130860000000002
14059,1237658608220700760,19.005779999999998,17.781489999999998,17.11188,16.74169,16.495279999999998
31450,1237664668429123766,19.68869,18.43775,17.76839,17.3423,17.12763
8074,1237655369833578635,20.03868,19.23399,18.778010000000002,18.36838,18.362460000000002
13526,1237658313477587108,17.306910000000002,15.84935,15.06599,14.65947,14.34989
45181,1237668297671639188,19.11494,17.92474,17.25427,16.85774,16.58931
35769,1237665567143625031,18.77056,17.91705,17.3276,16.9187,16.731579999999997
17911,1237659120415736264,19.11199,18.37687,17.76618,17.338910000000002,17.12763
25698,1237661464379982061,19.32368,18.338520000000003,17.71813,17.29488,17.07305
3813,1237655108906385576,18.94656,17.72586,17.14378,16.785610000000002,16.597179999999998
44710,1237670964317847679,19.42226,18.18644,17.4605,17.04909,16.80957
16656,1237660583909523638,19.6275,18.3273,17.57965,17.21138,16.95044
46489,1237668350284660920,19.50589,18.218320000000002,17.580579999999998,17.20283,16.97213
2914,1237651190824960239,18.35115,17.1256,16.46968,16.1142,15.871039999999999
11776,1237657630050418903,18.82309,17.32574,16.5216,16.11138,15.8332
28428,1237662662678020302,19.20766,17.76023,16.81527,16.3019,15.961260000000001
3433,1237648722320490869,19.62726,17.617520000000003,16.55515,16.11911,15.738170000000002
7236,1237655125552988346,18.266389999999998,16.82232,16.10538,15.7049,15.494729999999999
8875,1237655743482495168,18.89515,17.74689,17.21663,16.89709,16.73021
12765,1237657855536201847,19.03456,18.17331,17.58515,17.12035,16.94118
12314,1237656243303875234,19.673070000000003,18.73829,18.2639,17.87096,17.85791
9336,1237652900223582306,19.70938,18.79981,18.23763,17.90821,17.7431
38795,1237667322173522032,18.972089999999998,17.15413,16.43826,16.09431,15.853670000000001
10770,1237657633800650935,20.03311,18.28345,17.378529999999998,17.051270000000002,16.79491
30323,1237663239269384393,19.75864,18.6072,17.90971,17.47844,17.20978
34850,1237665368507416673,19.663520000000002,19.04639,18.376829999999998,18.118,17.734560000000002
42889,1237667537460068617,19.16517,18.16424,17.625429999999998,17.076179999999997,16.99113
22180,1237661849849430156,18.98416,16.96474,15.95072,15.53002,15.2059
2224,1237651272958345468,19.411360000000002,18.4477,17.9845,17.59371,17.451079999999997
9171,1237655463238631565,19.31345,18.29363,17.80292,17.46258,17.32454
36917,1237665429177827429,19.48507,18.03078,17.23528,16.80443,16.476960000000002
19747,1237661871320596686,19.41018,17.97123,17.2053,16.83081,16.57339
7424,1237653612646891602,19.10701,17.992070000000002,16.89837,16.48816,16.22512
41716,1237667735029743730,19.15411,17.96349,17.3544,17.000120000000003,16.823339999999998
6966,1237655472900145495,19.29965,18.01291,17.23139,16.767220000000002,16.44681
28862,1237663784218722448,19.12807,18.28432,17.93972,17.66229,17.623
36739,1237665128535621783,18.3861,16.931720000000002,16.12805,15.68556,15.321589999999999
24532,1237661068172394673,18.7759,17.23723,16.43134,16.04533,15.70985
22067,1237661435388559540,19.13965,17.7481,16.85923,16.420170000000002,16.099
18320,1237661068704678074,18.47624,16.41633,15.36413,14.925889999999999,14.543079999999998
39063,1237667254009397379,18.55121,16.60734,15.63667,15.211920000000001,14.854989999999999
26556,1237662198282846455,19.3256,18.3076,17.81241,17.43608,17.27404
2666,1237651226244088143,19.326929999999997,18.10407,17.39503,16.968429999999998,16.70178
13371,1237659144022261870,18.82337,17.11555,16.23711,15.823479999999998,15.56045
3780,1237651252557578420,19.2808,18.1453,17.5265,17.0847,16.86887
13190,1237656242245533930,19.26088,18.13074,17.46687,17.080479999999998,16.84536
5986,1237653651302383772,19.11778,18.07295,17.56938,17.22259,17.0554
33062,1237665532795552124,19.36799,18.34169,17.82011,17.49403,17.36976
44873,1237668289085571191,18.9001,17.4591,16.63985,16.23026,15.942089999999999
14837,1237661068182814922,18.953210000000002,17.17481,16.208920000000003,15.82235,15.466079999999998
25998,1237662306729394361,19.24091,18.01081,17.35823,16.99728,16.7596
33274,1237664837534613941,19.20186,18.17994,17.64444,17.216079999999998,17.08785
12505,1237657628434563330,19.51803,18.56847,18.02871,17.69378,17.55395
14347,1237657612337479921,18.92865,17.90041,17.33266,16.93286,16.71207
47879,1237678619562606733,19.502779999999998,17.54928,16.5483,16.09976,15.747060000000001
21507,1237658299519729846,18.6246,17.6965,17.27863,16.9333,16.9296
47896,1237671122694111383,20.22879,18.33549,17.38419,17.00469,16.717010000000002
22342,1237661871862644830,19.4656,18.4972,17.78474,17.417289999999998,17.208879999999997
25824,1237662637977043348,19.3986,17.54554,16.5891,16.19465,15.864920000000001
5243,1237654399691915412,19.48,18.411739999999998,17.77424,17.43385,17.26266
30602,1237664295830552727,18.99911,18.02148,17.51535,17.10578,16.91677
36746,1237665128536932409,19.585910000000002,18.794220000000003,18.392960000000002,18.040879999999998,18.00861
30266,1237664289390460972,19.3543,18.30716,17.92839,17.6394,17.504720000000002
6356,1237655108919492692,19.087979999999998,17.906129999999997,17.17292,16.768320000000003,16.513679999999997
24484,1237662224593518731,19.34234,17.4176,16.435029999999998,16.015810000000002,15.67213
34364,1237664289400684595,18.6498,18.02815,17.69922,17.33099,17.3194
43976,1237668349749297459,19.52088,17.671229999999998,16.7317,16.30181,15.955570000000002
46543,1237668350819369086,19.05951,18.04182,17.574089999999998,17.20786,17.046879999999998
12145,1237651737376129174,18.4121,17.07838,16.41466,16.050639999999998,15.797270000000001
6990,1237655473433608482,19.16891,18.00364,17.47981,17.130489999999998,16.99684
33795,1237665015239082098,19.04327,17.708370000000002,16.91964,16.4852,16.196620000000003
6568,1237654949450809542,18.82396,17.58914,16.94864,16.549960000000002,16.30333
41213,1237667211599937699,18.90703,17.299039999999998,16.443839999999998,16.03025,15.6641
32335,1237663785280536725,19.36138,18.55995,17.829639999999998,17.38042,17.242910000000002
26989,1237661813349417024,18.77498,17.191670000000002,16.353579999999997,15.925870000000002,15.606929999999998
4008,1237654601557737657,18.66637,17.174529999999997,16.419729999999998,16.02757,15.797889999999999
39403,1237665532250292346,18.12041,16.957639999999998,16.2909,15.85544,15.61219
40785,1237667322182434878,19.12119,17.69291,16.83507,16.44096,16.140729999999998
40209,1237667538537218275,19.28331,17.840970000000002,16.97561,16.50715,16.196460000000002
3305,1237650371561783527,19.22391,17.1405,16.12675,15.67494,15.3348
47477,1237678617433276705,19.76406,19.09189,18.45,18.14676,17.7382
10942,1237655126615785593,18.43344,16.3431,15.3401,14.866489999999999,14.49545
7577,1237655349430386945,19.86254,18.07713,17.25611,16.90278,16.6567
39735,1237667431169261686,19.28726,18.260720000000003,17.6905,17.32236,17.149179999999998
14208,1237657772313936074,19.50207,18.21238,17.44204,17.0031,16.70513
20431,1237661418743595081,19.21704,18.23151,17.572329999999997,17.22247,17.00004
19559,1237661088033210539,18.4018,16.48776,15.493179999999999,15.05364,14.6916
43765,1237667551415042201,19.16664,17.86515,17.135279999999998,16.72014,16.4633
28768,1237663547971141942,19.66216,18.35947,17.58861,17.11694,16.8122
2102,1237649920044957812,18.95018,18.344179999999998,18.12979,17.88663,17.914460000000002
15657,1237657591927210297,19.01114,18.118570000000002,17.40545,16.99471,16.84458
4487,1237651752955347115,19.131729999999997,18.241329999999998,17.82299,17.4737,17.39966
20121,1237658423013081326,18.43618,17.013360000000002,16.23999,15.84095,15.563360000000001
6500,1237655108375478361,19.039620000000003,17.64961,16.94833,16.59299,16.31916
41666,1237667734519677109,19.47222,17.50773,16.511770000000002,16.08923,15.754489999999999
2551,1237652899156721788,19.16841,17.83313,17.086560000000002,16.65155,16.37327
9367,1237652900756062309,17.948339999999998,16.73491,16.0803,15.706729999999999,15.420060000000001
21828,1237661362907709518,18.63478,17.42405,16.69164,16.28746,16.0255
49636,1237668292298408072,19.00258,17.77676,17.14885,16.81704,16.62442
46250,1237671261740466324,18.16219,17.11662,16.614179999999998,16.22135,16.04336
808,1237648721788928338,19.200120000000002,17.49314,16.528370000000002,16.07177,15.736970000000001
21890,1237661381702385840,19.30045,17.346420000000002,16.375510000000002,15.957510000000001,15.6111
41715,1237667735027908785,18.85609,17.62002,16.918789999999998,16.500770000000003,16.23643
778,1237648721770709129,18.51803,17.13039,16.41701,16.03115,15.753639999999999
5927,1237653616938385574,19.66246,18.694960000000002,18.2013,17.841920000000002,17.62941
6405,1237655109451710659,19.07101,18.13995,17.607029999999998,17.34766,17.19554
37064,1237665548890144808,18.90374,17.69894,16.95065,16.52797,16.30174
31562,1237665129065218067,19.29234,18.188760000000002,17.595029999999998,17.21546,17.03725
31195,1237663783672610932,18.66064,17.57581,17.04941,16.70978,16.48956
25882,1237662638524989577,19.379360000000002,17.4904,16.47345,16.01908,15.644770000000001
9450,1237653587946897650,18.27405,17.1445,16.49472,16.07816,15.82554
18767,1237661386002858205,18.99631,17.45605,16.48925,16.008570000000002,15.7176
8157,1237655129844810185,19.4872,17.56374,16.54349,16.10374,15.73271
36141,1237665127476428926,19.68572,18.54296,18.0799,17.944679999999998,17.520970000000002
21150,1237661387081711918,19.18662,18.11986,17.31614,16.90157,16.63026
48360,1237671992412078316,19.19192,17.86958,17.21613,16.87169,16.61768
